title,address,city,state,postal_code,price,facts and features,real estate provider,url
House for sale,,San Francisco,CA,94123,"$4,500,000 ","3 bds, 4.0 ba ,3111 sqft",Compass,https://www.zillow.com/homedetails/2401-Green-St-San-Francisco-CA-94123/15072462_zpid/
Condo for sale,,San Francisco,CA,94123,"$1,795,000 ","2 bds, 2.0 ba ,1595 sqft",Coldwell Banker Realty,https://www.zillow.com/homedetails/64-Cervantes-Blvd-San-Francisco-CA-94123/15070047_zpid/
House for sale,,San Francisco,CA,94123,"$2,645,000 ","3 bds, 1.0 ba ,3037 sqft",Kinoko,https://www.zillow.com/homedetails/2120-Greenwich-St-San-Francisco-CA-94123/241583341_zpid/
Condo for sale,,San Francisco,CA,94123,"$1,595,000 ","2 bds, 2.0 ba ,None sqft",Compass,https://www.zillow.com/homedetails/2920-Buchanan-St-APT-1-San-Francisco-CA-94123/15072010_zpid/
New construction,,San Francisco,CA,94123,"$1,049,000 ","1 bds, 1.0 ba ,721 sqft",Vanguard Properties,https://www.zillow.com/homedetails/3131-Pierce-St-202-San-Francisco-CA-94123/2075801285_zpid/
New construction,,San Francisco,CA,94123,"$1,649,000 ","2 bds, 2.0 ba ,1200 sqft",Vanguard Properties,https://www.zillow.com/homedetails/3131-Pierce-St-203-San-Francisco-CA-94123/2075800429_zpid/
Under Contract,,San Francisco,CA,94123,"$1,649,000 ","2 bds, 2.0 ba ,1434 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/2522-Octavia-St-APT-1-San-Francisco-CA-94123/15072842_zpid/
House for sale,,San Francisco,CA,94122,"$1,295,000 ","3 bds, 2.0 ba ,1300 sqft",Compass,https://www.zillow.com/homedetails/1782-46th-Ave-San-Francisco-CA-94122/15110119_zpid/
House for sale,,San Francisco,CA,94122,"$1,595,000 ","3 bds, 3.0 ba ,1900 sqft",Pacific Edge,https://www.zillow.com/homedetails/1222-4th-Ave-San-Francisco-CA-94122/2073571371_zpid/
House for sale,,San Francisco,CA,94122,"$699,000 ","1 bds, 1.0 ba ,700 sqft",Compass SF,https://www.zillow.com/homedetails/1345-16th-Ave-5-San-Francisco-CA-94122/2073575060_zpid/
House for sale,,San Francisco,CA,94122,"$795,000 ","2 bds, 1.0 ba ,None sqft",Vanguard Properties,https://www.zillow.com/homedetails/1345-16th-Ave-APT-7-San-Francisco-CA-94122/2079109757_zpid/
House for sale,,San Francisco,CA,94122,"$2,595,000 ","7 bds, 6.0 ba ,3257 sqft",Alex Varum Broker,https://www.zillow.com/homedetails/1771-11th-Ave-San-Francisco-CA-94122/15111560_zpid/
House for sale,,San Francisco,CA,94122,"$1,650,000 ","4 bds, 2.0 ba ,1990 sqft",Compass,https://www.zillow.com/homedetails/1343-38th-Ave-San-Francisco-CA-94122/15103732_zpid/
House for sale,,San Francisco,CA,94122,"$1,998,000 ","4 bds, 4.0 ba ,2580 sqft",Compass,https://www.zillow.com/homedetails/1727-29th-Ave-San-Francisco-CA-94122/15110823_zpid/
House for sale,,San Francisco,CA,94122,"$998,000 ","3 bds, 2.0 ba ,1568 sqft",Mosaik Real Estate,https://www.zillow.com/homedetails/2800-Ortega-St-San-Francisco-CA-94122/15113052_zpid/
New construction,,San Francisco,CA,94122,"$1,799,000 ","2 bds, 1.0 ba ,1300 sqft",Douglas & Co. R.E.,https://www.zillow.com/homedetails/1225-31st-Ave-San-Francisco-CA-94122/15101514_zpid/
House for sale,,San Francisco,CA,94122,"$1,475,000 ","3 bds, 3.0 ba ,1908 sqft",Coldwell Banker Realty,https://www.zillow.com/homedetails/2745-Kirkham-St-San-Francisco-CA-94122/15107298_zpid/
House for sale,,San Francisco,CA,94122,"$1,200,000 ","3 bds, 2.0 ba ,1543 sqft",Compass SF,https://www.zillow.com/homedetails/1639-47th-Ave-San-Francisco-CA-94122/15108097_zpid/
House for sale,,San Francisco,CA,94122,"$1,550,000 ","3 bds, 2.0 ba ,None sqft",Compass SF,https://www.zillow.com/homedetails/1387-14th-Ave-San-Francisco-CA-94122/15102829_zpid/
Under Contract,,San Francisco,CA,94122,"$1,424,000 ","6 bds, 3.0 ba ,2723 sqft",Corcoran Global Living,https://www.zillow.com/homedetails/1396-47th-Ave-San-Francisco-CA-94122/15104070_zpid/
House for sale,,San Francisco,CA,94122,"$1,999,999 ","7 bds, 5.0 ba ,3915 sqft",Real Estate Advisor Group,https://www.zillow.com/homedetails/1423-24th-Ave-San-Francisco-CA-94122/2075623949_zpid/
House for sale,,San Francisco,CA,94122,"$1,999,999 ","7 bds, 5.0 ba ,3915 sqft",Real Estate Advisor Group,https://www.zillow.com/homedetails/1423-24th-Ave-1425-San-Francisco-CA-94122/2075176640_zpid/
Multi-family home for sale,,San Francisco,CA,94122,"$4,300,000 ","None bds, 1.0 ba ,7845 sqft",,https://www.zillow.com/homedetails/414-414-27th-Ave-San-Francisco-CA-94122/2075270428_zpid/
Multi-family home for sale,,San Francisco,CA,94122,"$1,488,888 ","1 bds, None ba ,1850 sqft",Realty World - SF Bay Group,https://www.zillow.com/homedetails/2333-Kirkham-St-2335-San-Francisco-CA-94122/2075615167_zpid/
House for sale,,San Francisco,CA,94122,"$1,295,000 ","2 bds, 2.0 ba ,1890 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/1616-Judah-St-1618-San-Francisco-CA-94122/2075616235_zpid/
Under Contract,,San Francisco,CA,94122,"$795,000 ","1 bds, 1.0 ba ,609 sqft",Compass,https://www.zillow.com/homedetails/4429-Kirkham-St-San-Francisco-CA-94122/61287347_zpid/
House for sale,,San Francisco,CA,94122,"$1,998,000 ","6 bds, None ba ,2300 sqft",Harper Real Estate,https://www.zillow.com/homedetails/509-511-Lincoln-Way-San-Francisco-CA-94122/2076934586_zpid/
Multi-family home for sale,,San Francisco,CA,94122,"$1,538,000 ","6 bds, 2.0 ba ,2250 sqft",Century 21 Realty Alliance,https://www.zillow.com/homedetails/3200-Judah-St-3202-San-Francisco-CA-94122/2076570599_zpid/
Multi-family home for sale,,San Francisco,CA,94122,"$2,610,000 ","10 bds, 6.0 ba ,3590 sqft",Golden Star Realty,https://www.zillow.com/homedetails/1490-20th-Ave-San-Francisco-CA-94122/325716938_zpid/
House for sale,,San Francisco,CA,94122,"$1,599,000 ","6 bds, 3.0 ba ,2902 sqft",Trust Real Estate,https://www.zillow.com/homedetails/1264-12th-Ave-1268-San-Francisco-CA-94122/2076570743_zpid/
Multi-family home for sale,,San Francisco,CA,94122,"$1,988,000 ","None bds, None ba ,2506 sqft",,https://www.zillow.com/homedetails/1700-Funston-Ave-San-Francisco-CA-94122/2076838817_zpid/
House for sale,,San Francisco,CA,94122,"$1,650,000 ","2 bds, 2.0 ba ,3029 sqft",,https://www.zillow.com/homedetails/3250-Judah-St-San-Francisco-CA-94122/241584330_zpid/
Lot / Land for sale,,San Francisco,CA,94122,"$1,890,000 ","None bds, None ba ,None sqft",Aethos Real Estate,https://www.zillow.com/homedetails/1500-19th-Ave-San-Francisco-CA-94122/2081498502_zpid/
Condo for sale,,San Francisco,CA,94124,"$680,000 ","1 bds, 1.0 ba ,817 sqft",,https://www.zillow.com/homedetails/5800-3rd-St-UNIT-1211-San-Francisco-CA-94124/119685501_zpid/
House for sale,,San Francisco,CA,94124,"$959,000 ","4 bds, None ba ,1555 sqft",Compass SF,https://www.zillow.com/homedetails/1762-La-Salle-Ave-San-Francisco-CA-94124/15155905_zpid/
New construction,,San Francisco,CA,94124,"$799,000 ","2 bds, 1.0 ba ,1120 sqft",Vanguard Properties,https://www.zillow.com/homedetails/1334-Revere-Ave-San-Francisco-CA-94124/15153826_zpid/
House for sale,,San Francisco,CA,94124,"$899,000 ","3 bds, 3.0 ba ,1515 sqft",,https://www.zillow.com/homedetails/11-Las-Villas-Ct-San-Francisco-CA-94124/15153445_zpid/
New construction,,San Francisco,CA,94124,"$1,179,000+","3 bds, 2.0 ba ,1409 sqft",,https://www.zillow.com/community/san-francisco-shipyard-monarch/2075619048_zpid/
New construction,,San Francisco,CA,94124,"$1,210,000+","3 bds, 3.0 ba ,1522 sqft",,https://www.zillow.com/community/san-francisco-shipyard-palisades/2079496587_zpid/
New construction,,San Francisco,CA,94124,"$869,000+","2 bds, 2.0 ba ,1020 sqft",,https://www.zillow.com/community/san-francisco-shipyard-landing/2083281871_zpid/
House for sale,,San Francisco,CA,94124,"$799,000 ","4 bds, 1.0 ba ,1075 sqft",,https://www.zillow.com/homedetails/1563-Mckinnon-Ave-San-Francisco-CA-94124/15156150_zpid/
House for sale,,San Francisco,CA,94124,"$1,395,000 ","5 bds, 5.0 ba ,3206 sqft",Compass,https://www.zillow.com/homedetails/1910-Palou-Ave-San-Francisco-CA-94124/15156325_zpid/
New construction,,San Francisco,CA,94124,"$899,000+","2 bds, 2.0 ba ,1080 sqft",,https://www.zillow.com/community/san-francisco-shipyard-monarch/2084426974_zpid/
New construction,,San Francisco,CA,94124,"$1,190,000+","3 bds, 2.0 ba ,1256 sqft",,https://www.zillow.com/community/san-francisco-shipyard-landing/2083281869_zpid/
New construction,,San Francisco,CA,94124,"$880,000+","2 bds, 2.0 ba ,1020 sqft",,https://www.zillow.com/community/san-francisco-shipyard-landing/2082903489_zpid/
House for sale,,San Francisco,CA,94124,"$1,400,000 ","5 bds, 4.0 ba ,2614 sqft",,https://www.zillow.com/homedetails/1547-Revere-Ave-San-Francisco-CA-94124/15157221_zpid/
New construction,,San Francisco,CA,94124,"$965,000+","2 bds, 2.0 ba ,1080 sqft",,https://www.zillow.com/community/san-francisco-shipyard-monarch/2086796159_zpid/
New construction,,San Francisco,CA,94124,"$659,000+","1 bds, 1.0 ba ,613 sqft",,https://www.zillow.com/community/san-francisco-shipyard-landing/2080851502_zpid/
Under Contract,,San Francisco,CA,94124,"$849,000 ","2 bds, 1.0 ba ,841 sqft",Century 21 Realty Alliance,https://www.zillow.com/homedetails/971-Le-Conte-Ave-San-Francisco-CA-94124/15155118_zpid/
Condo for sale,,San Francisco,CA,94124,"$749,000 ","2 bds, 2.0 ba ,1086 sqft",,https://www.zillow.com/homedetails/5800-3rd-St-UNIT-1420-San-Francisco-CA-94124/119685819_zpid/
Lot / Land for sale,,San Francisco,CA,94124,"$699,000 ","None bds, None ba ,None sqft",Vanguard Properties,https://www.zillow.com/homedetails/1782-Quesada-Ave-San-Francisco-CA-94124/125216694_zpid/
Under Contract,,San Francisco,CA,94124,"$998,000 ","2 bds, 2.0 ba ,None sqft",Legacy Real Estate,https://www.zillow.com/homedetails/1572-Thomas-Ave-San-Francisco-CA-94124/2077631845_zpid/
New construction,,San Francisco,CA,94124,"$1,210,000 ","3 bds, 3.0 ba ,1527 sqft",,https://www.zillow.com/homedetails/568-Hudson-Ave-San-Francisco-CA-94124/184766090_zpid/
House for sale,,San Francisco,CA,94124,"$1,200,000 ","4 bds, 2.0 ba ,1034 sqft",,https://www.zillow.com/homedetails/216-Topeka-Ave-San-Francisco-CA-94124/15157423_zpid/
House for sale,,San Francisco,CA,94124,"$798,888 ","2 bds, 2.0 ba ,973 sqft","Trinity Realty, Inc.",https://www.zillow.com/homedetails/1525-Newhall-St-San-Francisco-CA-94124/15156587_zpid/
New construction,,San Francisco,CA,94124,"$879,000+","2 bds, 2.0 ba ,1080 sqft",,https://www.zillow.com/community/san-francisco-shipyard-monarch/2089880719_zpid/
New construction,,San Francisco,CA,94124,"$849,000 ","2 bds, 2.0 ba ,1020 sqft",,https://www.zillow.com/homedetails/10-Innes-Ct-204-San-Francisco-CA-94124/303807215_zpid/
House for sale,,San Francisco,CA,94124,"$799,900 ","2 bds, 2.0 ba ,1200 sqft","JSL Realty, Inc.",https://www.zillow.com/homedetails/78-Garnett-Ter-San-Francisco-CA-94124/15153467_zpid/
New construction,,San Francisco,CA,94124,"$899,000 ","2 bds, 2.0 ba ,1080 sqft",,https://www.zillow.com/homedetails/52-Innes-Ct-201-San-Francisco-CA-94124/303807229_zpid/
New construction,,San Francisco,CA,94124,"$899,000 ","2 bds, 2.0 ba ,1080 sqft",,https://www.zillow.com/homedetails/51-Innes-Ct-UNIT-312-San-Francisco-CA-94124/303807131_zpid/
House for sale,,San Francisco,CA,94124,"$1,300,000 ","4 bds, 6.0 ba ,2908 sqft",Berri Real Estate,https://www.zillow.com/homedetails/1683-Newcomb-Ave-San-Francisco-CA-94124/15156254_zpid/
Condo for sale,,San Francisco,CA,94124,"$240,000 ","1 bds, 1.0 ba ,None sqft",Corcoran Global Living,https://www.zillow.com/homedetails/901-Bay-Shore-Blvd-APT-206-San-Francisco-CA-94124/80732953_zpid/
Condo for sale,,San Francisco,CA,94124,"$350,000 ","1 bds, 1.0 ba ,546 sqft",Leading Properties,https://www.zillow.com/homedetails/901-Bay-Shore-Blvd-APT-207-San-Francisco-CA-94124/80751687_zpid/
House for sale,,San Francisco,CA,94124,"$1,284,000 ","5 bds, 3.0 ba ,2169 sqft",,https://www.zillow.com/homedetails/53-Ledyard-St-San-Francisco-CA-94124/15158409_zpid/
Condo for sale,,San Francisco,CA,94124,"$929,000 ","3 bds, 3.0 ba ,1821 sqft",Corcoran Global Living,https://www.zillow.com/homedetails/5900-3rd-St-UNIT-2307-San-Francisco-CA-94124/119685320_zpid/
Condo for sale,,San Francisco,CA,94124,"$899,000 ","3 bds, 2.0 ba ,1283 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/50-Jerrold-Ave-315-San-Francisco-CA-94124/241586760_zpid/
Under Contract,,San Francisco,CA,94124,"$998,000 ","3 bds, 2.0 ba ,1268 sqft",Legacy Real Estate,https://www.zillow.com/homedetails/1352-Quesada-Ave-San-Francisco-CA-94124/15153686_zpid/
House for sale,,San Francisco,CA,94124,"$1,099,000 ","3 bds, 3.0 ba ,1580 sqft",BHHS California Realty,https://www.zillow.com/homedetails/1276-Revere-Ave-San-Francisco-CA-94124/15153843_zpid/
Under Contract,,San Francisco,CA,94124,"$688,000 ","2 bds, 1.0 ba ,750 sqft",Corcoran Global Living,https://www.zillow.com/homedetails/619-Thornton-Ave-San-Francisco-CA-94124/15158661_zpid/
House for sale,,San Francisco,CA,94124,"$541,250 ","2 bds, 1.0 ba ,1100 sqft",Elevation Real Estate,https://www.zillow.com/homedetails/62-Carr-St-San-Francisco-CA-94124/15159427_zpid/
Condo for sale,,San Francisco,CA,94124,"$915,000 ","3 bds, 2.0 ba ,1567 sqft",Century 21 Baldini Realty,https://www.zillow.com/homedetails/1-Jennings-Ct-San-Francisco-CA-94124/15155000_zpid/
Condo for sale,,San Francisco,CA,94124,"$799,999 ","2 bds, 2.0 ba ,1594 sqft",Coldwell Banker Realty,https://www.zillow.com/homedetails/800-Innes-Ave-APT-8-San-Francisco-CA-94124/89237482_zpid/
Condo for sale,,San Francisco,CA,94124,"$798,000 ","2 bds, 2.0 ba ,1115 sqft",Engel & Voelkers San Francisco,https://www.zillow.com/homedetails/52-Innes-Ct-APT-306-San-Francisco-CA-94124/303806815_zpid/
Condo for sale,,San Francisco,CA,94115,"$4,698,000 ","4 bds, 5.0 ba ,4004 sqft",Coldwell Banker Realty,https://www.zillow.com/homedetails/2117-Broadway-St-San-Francisco-CA-94115/63196659_zpid/
Condo for sale,,San Francisco,CA,94103,"$1,195,000 ","2 bds, 2.0 ba ,1565 sqft",San Francisco Marketing,https://www.zillow.com/homedetails/520-6th-St-APT-14-San-Francisco-CA-94103/2089902919_zpid/
Condo for sale,,San Francisco,CA,94102,"$785,000 ","1 bds, 1.0 ba ,605 sqft",,https://www.zillow.com/homedetails/8-Buchanan-St-UNIT-502-San-Francisco-CA-94102/124398064_zpid/
New construction,,San Francisco,CA,94115,"$5,800,000 ","3 bds, 4.0 ba ,2888 sqft","Helena Geng, Broker",https://www.zillow.com/homedetails/2121-Webster-St-APT-108-San-Francisco-CA-94115/249664459_zpid/
House for sale,,San Francisco,CA,94114,"$975,000 ","2 bds, 1.0 ba ,None sqft",Vanguard Properties,https://www.zillow.com/homedetails/346-Noe-St-San-Francisco-CA-94114/2101147062_zpid/
House for sale,,San Francisco,CA,94114,"$1,650,000 ","2 bds, 2.0 ba ,None sqft",Vanguard Properties,https://www.zillow.com/homedetails/344-Noe-St-San-Francisco-CA-94114/2078151094_zpid/
Condo for sale,,San Francisco,CA,94111,"$960,000 ","1 bds, 1.0 ba ,1006 sqft",Compass SF,https://www.zillow.com/homedetails/733-Front-St-UNIT-209-San-Francisco-CA-94111/89236747_zpid/
Condo for sale,,San Francisco,CA,94133,"$789,000 ","1 bds, 1.0 ba ,700 sqft",Compass,https://www.zillow.com/homedetails/454-Lombard-St-APT-2-San-Francisco-CA-94133/15064381_zpid/
Condo for sale,,San Francisco,CA,94103,"$595,000 ","1 bds, 1.0 ba ,541 sqft",Vanguard Properties,https://www.zillow.com/homedetails/3250-16th-St-APT-1-San-Francisco-CA-94103/15143314_zpid/
Condo for sale,,San Francisco,CA,94109,"$649,000 ","1 bds, 1.0 ba ,653 sqft",Present Financial Properties,https://www.zillow.com/homedetails/1700-Gough-St-APT-410-San-Francisco-CA-94109/2081720322_zpid/
Condo for sale,,San Francisco,CA,94158,"$848,000 ","1 bds, 1.0 ba ,732 sqft",,https://www.zillow.com/homedetails/300-Berry-St-UNIT-1303-San-Francisco-CA-94158/96028168_zpid/
New construction,,San Francisco,CA,94103,"$700,000 ","2 bds, 2.0 ba ,955 sqft",Keller Williams San Francisco,https://www.zillow.com/homedetails/1376-Natoma-St-San-Francisco-CA-94103/2077146486_zpid/
Condo for sale,,San Francisco,CA,94105,"$1,649,000 ","2 bds, 2.0 ba ,1259 sqft",Bay Real Estate Group,https://www.zillow.com/homedetails/501-Beale-St-UNIT-8D-San-Francisco-CA-94105/69819273_zpid/
Condo for sale,,San Francisco,CA,94105,"$2,599,000 ","2 bds, 2.0 ba ,1491 sqft",Bay Real Estate Group,https://www.zillow.com/homedetails/338-Main-St-27C-San-Francisco-CA-94105/2080573644_zpid/
Under Contract,,San Francisco,CA,94109,"$1,400,000 ","2 bds, 1.0 ba ,852 sqft",North Point Real Estate,https://www.zillow.com/homedetails/115-Bernard-St-San-Francisco-CA-94109/15066997_zpid/
Condo for sale,,San Francisco,CA,94109,"$599,000 ","1 bds, 1.0 ba ,616 sqft",T. Okamoto & Co.,https://www.zillow.com/homedetails/1001-Pine-St-UNIT-1009-San-Francisco-CA-94109/15068906_zpid/
Condo for sale,,San Francisco,CA,94114,"$1,400,000 ","3 bds, 1.0 ba ,1323 sqft",,https://www.zillow.com/homedetails/619-Castro-St-San-Francisco-CA-94114/82789842_zpid/
Condo for sale,,San Francisco,CA,94110,"$895,000 ","1 bds, 2.0 ba ,910 sqft",,https://www.zillow.com/homedetails/2600-18th-St-SUITE-8-San-Francisco-CA-94110/59779960_zpid/
House for sale,,San Francisco,CA,94115,"$699,000 ","3 bds, 2.0 ba ,1032 sqft",Compass,https://www.zillow.com/homedetails/1264-Golden-Gate-Ave-B-San-Francisco-CA-94115/2106360034_zpid/
Condo for sale,,San Francisco,CA,94105,"$549,000 ","1 bds, 1.0 ba ,476 sqft",,https://www.zillow.com/homedetails/69-Clementina-St-UNIT-403-San-Francisco-CA-94105/69819230_zpid/
Condo for sale,,San Francisco,CA,94109,"$1,349,000 ","3 bds, 2.0 ba ,1258 sqft",Compass,https://www.zillow.com/homedetails/1267-Green-St-San-Francisco-CA-94109/15066182_zpid/
Condo for sale,,San Francisco,CA,94111,"$1,450,000 ","2 bds, 2.0 ba ,1532 sqft",San Francisco R.E. Svcs.,https://www.zillow.com/homedetails/101-Lombard-St-APT-515W-San-Francisco-CA-94111/15064965_zpid/
House for sale,,San Francisco,CA,94114,"$1,895,000 ","4 bds, 2.0 ba ,2112 sqft",Compass,https://www.zillow.com/homedetails/5-Walter-St-San-Francisco-CA-94114/2076570698_zpid/
Condo for sale,,San Francisco,CA,94158,"$2,698,888 ","2 bds, 2.0 ba ,1569 sqft",Vanguard Properties,https://www.zillow.com/homedetails/718-Long-Bridge-St-APT-1605-San-Francisco-CA-94158/2097568814_zpid/
Condo for sale,,San Francisco,CA,94111,"$949,000 ","1 bds, 1.0 ba ,1030 sqft",Compass,https://www.zillow.com/homedetails/101-Lombard-St-APT-611W-San-Francisco-CA-94111/15064975_zpid/
Condo for sale,,San Francisco,CA,94105,"$749,000 ","1 bds, 1.0 ba ,694 sqft",Compass,https://www.zillow.com/homedetails/74-New-Montgomery-St-UNIT-307-San-Francisco-CA-94105/82785963_zpid/
Condo for sale,,San Francisco,CA,94107,"$1,245,000 ","3 bds, 3.0 ba ,1642 sqft",Vanguard Properties,https://www.zillow.com/homedetails/950-Harrison-St-UNIT-101-San-Francisco-CA-94107/80744434_zpid/
New construction,,San Francisco,CA,94103,"$949,000 ","2 bds, 2.0 ba ,844 sqft",Vanguard Properties,https://www.zillow.com/homedetails/1075-Market-St-UNIT-413-San-Francisco-CA-94103/303806296_zpid/
Condo for sale,,San Francisco,CA,94107,"$1,050,000 ","3 bds, 1.0 ba ,1297 sqft",Compass,https://www.zillow.com/homedetails/197-Mississippi-St-A-San-Francisco-CA-94107/96040151_zpid/
Condo for sale,,San Francisco,CA,94109,"$950,000 ","2 bds, 2.0 ba ,1382 sqft",Coldwell Banker Realty,https://www.zillow.com/homedetails/1388-Gough-St-APT-1101-San-Francisco-CA-94109/15076791_zpid/
Multi-family home for sale,,San Francisco,CA,94109,"$2,189,000 ","None bds, None ba ,3250 sqft",,https://www.zillow.com/homedetails/1343-1345-Greenwich-St-San-Francisco-CA-94109/2073581583_zpid/
Condo for sale,,San Francisco,CA,94105,"$2,200,000 ","2 bds, 2.0 ba ,1268 sqft",Compass,https://www.zillow.com/homedetails/301-Main-St-UNIT-35A-San-Francisco-CA-94105/2101426598_zpid/
Condo for sale,,San Francisco,CA,94114,"$1,799,000 ","3 bds, 2.0 ba ,1605 sqft",Ascend Real Estate,https://www.zillow.com/homedetails/30-Pond-St-San-Francisco-CA-94114/2142433889_zpid/
Condo for sale,,San Francisco,CA,94107,"$1,450,000 ","2 bds, 2.0 ba ,1763 sqft",Inspire Real Estate,https://www.zillow.com/homedetails/1-Bluxome-St-APT-305-San-Francisco-CA-94107/67394816_zpid/
Condo for sale,,San Francisco,CA,94110,"$1,099,000 ","1 bds, 2.0 ba ,1003 sqft",Compass,https://www.zillow.com/homedetails/1800-Bryant-St-SUITE-313-San-Francisco-CA-94110/54896259_zpid/
Condo for sale,,San Francisco,CA,94105,"$1,150,000 ","2 bds, 2.0 ba ,995 sqft",Compass,https://www.zillow.com/homedetails/50-Lansing-St-UNIT-505-San-Francisco-CA-94105/71713730_zpid/
